,node,srr,year,sero
1174,SRR3586948_bin_1,SRR3586948,2016,Berta
1175,SRR3586948_bin_2,SRR3586948,2016,Berta
1176,SRR3586948_bin_3,SRR3586948,2016,Berta
1177,SRR3586950_bin_1,SRR3586950,2016,Anatum
1178,SRR3586950_bin_2,SRR3586950,2016,Anatum
1179,SRR3586950_bin_3,SRR3586950,2016,Anatum
1180,SRR3666661_bin_1,SRR3666661,2016,Cerro or II 18
1181,SRR3666661_bin_2,SRR3666661,2016,Cerro or II 18
1182,SRR3666661_bin_3,SRR3666661,2016,Cerro or II 18
1183,SRR3670105_bin_1,SRR3670105,2015,Anatum
1184,SRR3670105_bin_2,SRR3670105,2015,Anatum
1185,SRR3670105_bin_3,SRR3670105,2015,Anatum
1186,SRR3670105_bin_4,SRR3670105,2015,Anatum
1187,SRR3710739_bin_1,SRR3710739,2016,Anatum
1188,SRR3710739_bin_2,SRR3710739,2016,Anatum
1189,SRR3710739_bin_3,SRR3710739,2016,Anatum
1190,SRR3726309_bin_1,SRR3726309,2016,Worthington
1191,SRR3726309_bin_2,SRR3726309,2016,Worthington
1192,SRR3726309_bin_3,SRR3726309,2016,Worthington
1193,SRR3981093_bin_1,SRR3981093,2016,Saintpaul
1194,SRR3981093_bin_2,SRR3981093,2016,Saintpaul
1195,SRR3981093_bin_3,SRR3981093,2016,Saintpaul
1196,SRR3981173_bin_1,SRR3981173,2016,potential monophasic variant of Typhimurium(O5-)*
1197,SRR3981173_bin_2,SRR3981173,2016,potential monophasic variant of Typhimurium(O5-)*
1198,SRR3981173_bin_3,SRR3981173,2016,potential monophasic variant of Typhimurium(O5-)*
1199,SRR3981173_bin_4,SRR3981173,2016,potential monophasic variant of Typhimurium(O5-)*
1200,SRR3981179_bin_1,SRR3981179,2016,Agona
1201,SRR4044907_bin_1,SRR4044907,2016,Derby
1202,SRR4044907_bin_2,SRR4044907,2016,Derby
1203,SRR4044907_bin_3,SRR4044907,2016,Derby
1204,SRR4048258_bin_1,SRR4048258,2016,Newport*
1205,SRR4281402_bin_1,SRR4281402,2016,Cerro or II 18
1206,SRR4281402_bin_2,SRR4281402,2016,Cerro or II 18
1207,SRR4288736_bin_1,SRR4288736,2016,Derby
1208,SRR4288736_bin_2,SRR4288736,2016,Derby
1209,SRR4434223_bin_1,SRR4434223,2016,Anatum
1210,SRR4434223_bin_2,SRR4434223,2016,Anatum
1211,SRR4434223_bin_3,SRR4434223,2016,Anatum
1212,SRR4434223_bin_4,SRR4434223,2016,Anatum
1213,SRR4434223_bin_5,SRR4434223,2016,Anatum
1214,SRR4434223_bin_6,SRR4434223,2016,Anatum
1215,SRR4434272_bin_1,SRR4434272,2016,Johannesburg
1216,SRR4434273_bin_1,SRR4434273,2016,Anatum
1217,SRR4434273_bin_2,SRR4434273,2016,Anatum
1218,SRR4434273_bin_3,SRR4434273,2016,Anatum
1219,SRR4434273_bin_4,SRR4434273,2016,Anatum
1220,SRR4453697_bin_1,SRR4453697,2016,Derby
1221,SRR4453697_bin_2,SRR4453697,2016,Derby
1222,SRR5019455_bin_1,SRR5019455,2016,Anatum
1223,SRR5019455_bin_2,SRR5019455,2016,Anatum
1224,SRR5019455_bin_3,SRR5019455,2016,Anatum
1225,SRR5019455_bin_4,SRR5019455,2016,Anatum
1226,SRR5019455_bin_5,SRR5019455,2016,Anatum
1227,SRR5044955_bin_1,SRR5044955,2016,Worthington
1228,SRR5044955_bin_2,SRR5044955,2016,Worthington
1229,SRR5044955_bin_3,SRR5044955,2016,Worthington
1230,SRR5044955_bin_4,SRR5044955,2016,Worthington
1231,SRR5044959_bin_1,SRR5044959,2016,Cerro or II 18
1232,SRR5044959_bin_2,SRR5044959,2016,Cerro or II 18
1233,SRR5044959_bin_3,SRR5044959,2016,Cerro or II 18
1234,SRR5044959_bin_4,SRR5044959,2016,Cerro or II 18
1235,SRR5044959_bin_5,SRR5044959,2016,Cerro or II 18
1236,SRR5044959_bin_6,SRR5044959,2016,Cerro or II 18
1237,SRR5075573_bin_1,SRR5075573,2016,Newport*
1238,SRR5093741_bin_1,SRR5093741,2016,Anatum
1239,SRR5093741_bin_2,SRR5093741,2016,Anatum
1240,SRR5120856_bin_1,SRR5120856,2016,Anatum
1241,SRR5120856_bin_2,SRR5120856,2016,Anatum
1242,SRR5120856_bin_3,SRR5120856,2016,Anatum
1243,SRR5120856_bin_4,SRR5120856,2016,Anatum
1244,SRR5120856_bin_5,SRR5120856,2016,Anatum
1245,SRR5121471_bin_1,SRR5121471,2016,Johannesburg
1246,SRR5121471_bin_2,SRR5121471,2016,Johannesburg
1247,SRR5121471_bin_3,SRR5121471,2016,Johannesburg
1248,SRR5121471_bin_4,SRR5121471,2016,Johannesburg
1249,SRR5140003_bin_1,SRR5140003,2016,Chailey
1250,SRR5140003_bin_2,SRR5140003,2016,Chailey
1251,SRR5140003_bin_3,SRR5140003,2016,Chailey
1252,SRR5140003_bin_4,SRR5140003,2016,Chailey
1253,SRR5202793_bin_1,SRR5202793,2016,Anatum
1254,SRR5202793_bin_2,SRR5202793,2016,Anatum
1255,SRR5202793_bin_3,SRR5202793,2016,Anatum
1256,SRR5202793_bin_4,SRR5202793,2016,Anatum
1257,SRR5202793_bin_5,SRR5202793,2016,Anatum
1258,SRR5202793_bin_6,SRR5202793,2016,Anatum
1259,SRR5202796_bin_1,SRR5202796,2016,Cerro or II 18
1260,SRR5202796_bin_2,SRR5202796,2016,Cerro or II 18
1261,SRR5204163_bin_1,SRR5204163,2016,Schwarzengrund
1262,SRR5204163_bin_2,SRR5204163,2016,Schwarzengrund
1263,SRR5204163_bin_3,SRR5204163,2016,Schwarzengrund
1264,SRR5229520_bin_1,SRR5229520,2017,Derby
1265,SRR5229520_bin_2,SRR5229520,2017,Derby
1266,SRR5229520_bin_3,SRR5229520,2017,Derby
1267,SRR5235472_bin_1,SRR5235472,2013,Rissen
1268,SRR5235472_bin_2,SRR5235472,2013,Rissen
1269,SRR5235472_bin_3,SRR5235472,2013,Rissen
1270,SRR5235497_bin_1,SRR5235497,2016,Chailey
1271,SRR5235497_bin_2,SRR5235497,2016,Chailey
1272,SRR5235497_bin_3,SRR5235497,2016,Chailey
1273,SRR5235497_bin_4,SRR5235497,2016,Chailey
1274,SRR5251161_bin_1,SRR5251161,2017,Johannesburg
1275,SRR5251161_bin_2,SRR5251161,2017,Johannesburg
1276,SRR5251161_bin_3,SRR5251161,2017,Johannesburg
1277,SRR5251161_bin_4,SRR5251161,2017,Johannesburg
1278,SRR5251187_bin_1,SRR5251187,2017,London
1279,SRR5251187_bin_2,SRR5251187,2017,London
1280,SRR5251620_bin_1,SRR5251620,2017,
1281,SRR5251620_bin_2,SRR5251620,2017,
1282,SRR5251620_bin_3,SRR5251620,2017,
1283,SRR5251620_bin_4,SRR5251620,2017,
1284,SRR5271473_bin_1,SRR5271473,2017,Barranquilla or II 16
1285,SRR5297336_bin_1,SRR5297336,2017,Uganda
1286,SRR5297336_bin_2,SRR5297336,2017,Uganda
1287,SRR5297480_bin_1,SRR5297480,2017,Rissen
1288,SRR5297480_bin_2,SRR5297480,2017,Rissen
1289,SRR5346346_bin_1,SRR5346346,2017,Ohio
1290,SRR5346346_bin_2,SRR5346346,2017,Ohio
1291,SRR5365046_bin_1,SRR5365046,2017,potential monophasic variant of Typhimurium
1292,SRR5365046_bin_2,SRR5365046,2017,potential monophasic variant of Typhimurium
1293,SRR5365054_bin_1,SRR5365054,2017,potential monophasic variant of Typhimurium
1294,SRR5376203_bin_1,SRR5376203,2017,Cerro or II 18
1295,SRR5376203_bin_2,SRR5376203,2017,Cerro or II 18
1296,SRR5470935_bin_1,SRR5470935,2017,Eko
1297,SRR5470935_bin_2,SRR5470935,2017,Eko
1298,SRR5470935_bin_3,SRR5470935,2017,Eko
1299,SRR5470935_bin_4,SRR5470935,2017,Eko
1300,SRR5470968_bin_1,SRR5470968,2017,London
1301,SRR5470968_bin_2,SRR5470968,2017,London
1302,SRR5470968_bin_3,SRR5470968,2017,London
1303,SRR5470968_bin_4,SRR5470968,2017,London
1304,SRR5514419_bin_1,SRR5514419,2017,
1305,SRR5514419_bin_2,SRR5514419,2017,
1306,SRR5514419_bin_3,SRR5514419,2017,
1307,SRR5514419_bin_4,SRR5514419,2017,
1308,SRR5514437_bin_1,SRR5514437,2017,
1309,SRR5514437_bin_2,SRR5514437,2017,
1310,SRR5514437_bin_3,SRR5514437,2017,
1311,SRR5514437_bin_4,SRR5514437,2017,
1312,SRR5643218_bin_1,SRR5643218,2017,Anatum
1313,SRR5643218_bin_2,SRR5643218,2017,Anatum
1314,SRR5643218_bin_3,SRR5643218,2017,Anatum
1315,SRR5643218_bin_4,SRR5643218,2017,Anatum
1316,SRR5643218_bin_5,SRR5643218,2017,Anatum
1317,SRR5643218_bin_6,SRR5643218,2017,Anatum
1318,SRR5643218_bin_7,SRR5643218,2017,Anatum
1319,SRR5646824_bin_1,SRR5646824,2017,
1320,SRR5646824_bin_2,SRR5646824,2017,
1321,SRR5646824_bin_3,SRR5646824,2017,
1322,SRR5646824_bin_4,SRR5646824,2017,
1323,SRR5646824_bin_5,SRR5646824,2017,
1324,SRR5646824_bin_6,SRR5646824,2017,
1325,SRR5646824_bin_7,SRR5646824,2017,
1326,SRR5683885_bin_1,SRR5683885,2017,Anatum
1327,SRR5683885_bin_2,SRR5683885,2017,Anatum
1328,SRR5683885_bin_3,SRR5683885,2017,Anatum
1329,SRR5683885_bin_4,SRR5683885,2017,Anatum
1330,SRR5683885_bin_5,SRR5683885,2017,Anatum
1331,SRR5683885_bin_6,SRR5683885,2017,Anatum
1332,SRR5683893_bin_1,SRR5683893,2017,Worthington
1333,SRR5683893_bin_2,SRR5683893,2017,Worthington
1334,SRR5683893_bin_3,SRR5683893,2017,Worthington
1335,SRR5704645_bin_1,SRR5704645,2017,
1336,SRR5704645_bin_2,SRR5704645,2017,
1337,SRR5762157_bin_1,SRR5762157,2017,Worthington
1338,SRR5762157_bin_2,SRR5762157,2017,Worthington
1339,SRR5762157_bin_3,SRR5762157,2017,Worthington
1340,SRR5762157_bin_4,SRR5762157,2017,Worthington
1341,SRR5762176_bin_1,SRR5762176,2017,London
1342,SRR5762176_bin_2,SRR5762176,2017,London
1343,SRR5762176_bin_3,SRR5762176,2017,London
1344,SRR5801109_bin_1,SRR5801109,2017,potential monophasic variant of Typhimurium
1345,SRR5801109_bin_2,SRR5801109,2017,potential monophasic variant of Typhimurium
1346,SRR5801109_bin_3,SRR5801109,2017,potential monophasic variant of Typhimurium
1347,SRR5808868_bin_1,SRR5808868,2017,potential monophasic variant of Typhimurium
1348,SRR5808868_bin_2,SRR5808868,2017,potential monophasic variant of Typhimurium
1349,SRR5808868_bin_3,SRR5808868,2017,potential monophasic variant of Typhimurium
1350,SRR5824273_bin_1,SRR5824273,2017,Johannesburg
1351,SRR5824273_bin_2,SRR5824273,2017,Johannesburg
1352,SRR5824273_bin_3,SRR5824273,2017,Johannesburg
1353,SRR5824273_bin_4,SRR5824273,2017,Johannesburg
1354,SRR5824273_bin_5,SRR5824273,2017,Johannesburg
1355,SRR5825450_bin_1,SRR5825450,2017,Derby
1356,SRR5825450_bin_2,SRR5825450,2017,Derby
1357,SRR5825450_bin_3,SRR5825450,2017,Derby
1358,SRR5825450_bin_4,SRR5825450,2017,Derby
1359,SRR5862994_bin_1,SRR5862994,2017,Eko
1360,SRR5862994_bin_2,SRR5862994,2017,Eko
1361,SRR5862994_bin_3,SRR5862994,2017,Eko
1362,SRR5862994_bin_4,SRR5862994,2017,Eko
1363,SRR5862994_bin_5,SRR5862994,2017,Eko
1364,SRR5902699_bin_1,SRR5902699,2017,Anatum
1365,SRR5902699_bin_2,SRR5902699,2017,Anatum
1366,SRR5930158_bin_1,SRR5930158,2017,Anatum
1367,SRR5930158_bin_2,SRR5930158,2017,Anatum
1368,SRR5930158_bin_3,SRR5930158,2017,Anatum
1369,SRR5930158_bin_4,SRR5930158,2017,Anatum
1370,SRR5930208_bin_1,SRR5930208,2017,Derby
1371,SRR5930208_bin_2,SRR5930208,2017,Derby
1372,SRR5930208_bin_3,SRR5930208,2017,Derby
1373,SRR5930208_bin_4,SRR5930208,2017,Derby
1374,SRR5930210_bin_1,SRR5930210,2017,Adelaide
1375,SRR5930210_bin_2,SRR5930210,2017,Adelaide
1376,SRR5930210_bin_3,SRR5930210,2017,Adelaide
1377,SRR5930210_bin_4,SRR5930210,2017,Adelaide
1378,SRR5930210_bin_5,SRR5930210,2017,Adelaide
1379,SRR5930210_bin_6,SRR5930210,2017,Adelaide
1380,SRR5930210_bin_7,SRR5930210,2017,Adelaide
1381,SRR5930213_bin_1,SRR5930213,2017,Anatum
1382,SRR5930213_bin_2,SRR5930213,2017,Anatum
1383,SRR5930213_bin_3,SRR5930213,2017,Anatum
1384,SRR5947591_bin_1,SRR5947591,2012,
1385,SRR5947591_bin_2,SRR5947591,2012,
1386,SRR5947596_bin_1,SRR5947596,2012,Typhimurium(O5-)*
1387,SRR5947596_bin_2,SRR5947596,2012,Typhimurium(O5-)*
1388,SRR5947781_bin_1,SRR5947781,2012,
1389,SRR5947781_bin_2,SRR5947781,2012,
1390,SRR5948427_bin_1,SRR5948427,2012,Typhimurium(O5-)*
1391,SRR5948427_bin_2,SRR5948427,2012,Typhimurium(O5-)*
1392,SRR5948427_bin_3,SRR5948427,2012,Typhimurium(O5-)*
1393,SRR5948493_bin_1,SRR5948493,2012,Johannesburg
1394,SRR5948512_bin_1,SRR5948512,2012,Senftenberg or Dessau*
1395,SRR5948512_bin_2,SRR5948512,2012,Senftenberg or Dessau*
1396,SRR5948512_bin_3,SRR5948512,2012,Senftenberg or Dessau*
1397,SRR5955203_bin_1,SRR5955203,2017,Hadar or Istanbul*
1398,SRR5956474_bin_1,SRR5956474,2017,Chailey
1399,SRR5956474_bin_2,SRR5956474,2017,Chailey
1400,SRR5956474_bin_3,SRR5956474,2017,Chailey
1401,SRR5956474_bin_4,SRR5956474,2017,Chailey
1402,SRR5956474_bin_5,SRR5956474,2017,Chailey
1403,SRR5978809_bin_1,SRR5978809,2017,Anatum
1404,SRR5978809_bin_2,SRR5978809,2017,Anatum
1405,SRR5978809_bin_3,SRR5978809,2017,Anatum
1406,SRR5978809_bin_4,SRR5978809,2017,Anatum
1407,SRR5980420_bin_1,SRR5980420,2017,Cerro or II 18
1408,SRR5980420_bin_2,SRR5980420,2017,Cerro or II 18
1409,SRR5985862_bin_1,SRR5985862,2009,Senftenberg or Dessau*
1410,SRR5985862_bin_2,SRR5985862,2009,Senftenberg or Dessau*
1411,SRR5985862_bin_3,SRR5985862,2009,Senftenberg or Dessau*
1412,SRR5985862_bin_4,SRR5985862,2009,Senftenberg or Dessau*
1413,SRR5985863_bin_1,SRR5985863,2010,Senftenberg or Dessau*
1414,SRR5985863_bin_2,SRR5985863,2010,Senftenberg or Dessau*
1415,SRR5985904_bin_1,SRR5985904,2010,Rissen
1416,SRR5985904_bin_2,SRR5985904,2010,Rissen
1417,SRR5985930_bin_1,SRR5985930,2012,Senftenberg or Dessau*
1418,SRR5985930_bin_2,SRR5985930,2012,Senftenberg or Dessau*
1419,SRR5985930_bin_3,SRR5985930,2012,Senftenberg or Dessau*
1420,SRR5985930_bin_4,SRR5985930,2012,Senftenberg or Dessau*
1421,SRR5985930_bin_5,SRR5985930,2012,Senftenberg or Dessau*
1422,SRR5985930_bin_6,SRR5985930,2012,Senftenberg or Dessau*
1423,SRR5985930_bin_7,SRR5985930,2012,Senftenberg or Dessau*
1424,SRR5985930_bin_8,SRR5985930,2012,Senftenberg or Dessau*
1425,SRR5985933_bin_1,SRR5985933,2012,Mbandaka
1426,SRR5985933_bin_2,SRR5985933,2012,Mbandaka
1427,SRR5985933_bin_3,SRR5985933,2012,Mbandaka
1428,SRR5985933_bin_4,SRR5985933,2012,Mbandaka
1429,SRR5985933_bin_5,SRR5985933,2012,Mbandaka
1430,SRR5985935_bin_1,SRR5985935,2012,Mbandaka
1431,SRR5985935_bin_2,SRR5985935,2012,Mbandaka
1432,SRR5985938_bin_1,SRR5985938,2012,
1433,SRR5985941_bin_1,SRR5985941,2012,Senftenberg or Dessau*
1434,SRR5985941_bin_2,SRR5985941,2012,Senftenberg or Dessau*
1435,SRR5985941_bin_3,SRR5985941,2012,Senftenberg or Dessau*
1436,SRR5985941_bin_4,SRR5985941,2012,Senftenberg or Dessau*
1437,SRR5985941_bin_5,SRR5985941,2012,Senftenberg or Dessau*
1438,SRR5985941_bin_6,SRR5985941,2012,Senftenberg or Dessau*
1439,SRR5985958_bin_1,SRR5985958,2012,Senftenberg or Dessau*
1440,SRR5985958_bin_2,SRR5985958,2012,Senftenberg or Dessau*
1441,SRR5985958_bin_3,SRR5985958,2012,Senftenberg or Dessau*
1442,SRR5991007_bin_1,SRR5991007,2010,Rissen
1443,SRR5991007_bin_2,SRR5991007,2010,Rissen
1444,SRR5991013_bin_1,SRR5991013, ,
1445,SRR5991013_bin_2,SRR5991013, ,
1446,SRR5991013_bin_3,SRR5991013, ,
1447,SRR5991013_bin_4,SRR5991013, ,
1448,SRR5991013_bin_5,SRR5991013, ,
1449,SRR5991013_bin_6,SRR5991013, ,
1450,SRR6042806_bin_1,SRR6042806,2017,Derby
1451,SRR6042806_bin_2,SRR6042806,2017,Derby
1452,SRR6042806_bin_3,SRR6042806,2017,Derby
1453,SRR6042810_bin_1,SRR6042810,2017,potential monophasic variant of Typhimurium
1454,SRR6042810_bin_2,SRR6042810,2017,potential monophasic variant of Typhimurium
1455,SRR6051221_bin_1,SRR6051221,2017,Anatum
1456,SRR6051221_bin_2,SRR6051221,2017,Anatum
1457,SRR6051221_bin_3,SRR6051221,2017,Anatum
1458,SRR6051221_bin_4,SRR6051221,2017,Anatum
1459,SRR6051221_bin_5,SRR6051221,2017,Anatum
1460,SRR6051623_bin_1,SRR6051623,2017,Johannesburg
1461,SRR6051623_bin_2,SRR6051623,2017,Johannesburg
1462,SRR6051623_bin_3,SRR6051623,2017,Johannesburg
1463,SRR6051623_bin_4,SRR6051623,2017,Johannesburg
1464,SRR6051623_bin_5,SRR6051623,2017,Johannesburg
1465,SRR6159331_bin_1,SRR6159331,2017,Brandenburg
1466,SRR6159331_bin_2,SRR6159331,2017,Brandenburg
1467,SRR6159331_bin_3,SRR6159331,2017,Brandenburg
1468,SRR6159331_bin_4,SRR6159331,2017,Brandenburg
1469,SRR6159461_bin_1,SRR6159461,2017,Chailey
1470,SRR6159461_bin_2,SRR6159461,2017,Chailey
1471,SRR6159461_bin_3,SRR6159461,2017,Chailey
1472,SRR6218027_bin_1,SRR6218027,2017,Anatum
1473,SRR6218027_bin_2,SRR6218027,2017,Anatum
1474,SRR6218027_bin_3,SRR6218027,2017,Anatum
1475,SRR6218033_bin_1,SRR6218033,2017,Cerro or II 18
1476,SRR6218033_bin_2,SRR6218033,2017,Cerro or II 18
1477,SRR6218033_bin_3,SRR6218033,2017,Cerro or II 18
1478,SRR6250386_bin_1,SRR6250386,2017,Anatum
1479,SRR6255077_bin_1,SRR6255077,2017,Derby
1480,SRR6255077_bin_2,SRR6255077,2017,Derby
1481,SRR6255093_bin_1,SRR6255093,2017,Derby
1482,SRR6255093_bin_2,SRR6255093,2017,Derby
1483,SRR6294052_bin_1,SRR6294052,2017,Johannesburg
1484,SRR6294052_bin_2,SRR6294052,2017,Johannesburg
1485,SRR6294052_bin_3,SRR6294052,2017,Johannesburg
1486,SRR6294052_bin_4,SRR6294052,2017,Johannesburg
1487,SRR6294052_bin_5,SRR6294052,2017,Johannesburg
1488,SRR6294052_bin_6,SRR6294052,2017,Johannesburg
1489,SRR6294052_bin_7,SRR6294052,2017,Johannesburg
1490,SRR6294052_bin_8,SRR6294052,2017,Johannesburg
1491,SRR6335611_bin_1,SRR6335611,2017,Schwarzengrund
1492,SRR6335611_bin_2,SRR6335611,2017,Schwarzengrund
1493,SRR6335619_bin_1,SRR6335619,2017,Derby
1494,SRR6335619_bin_2,SRR6335619,2017,Derby
1495,SRR6335619_bin_3,SRR6335619,2017,Derby
1496,SRR6335619_bin_4,SRR6335619,2017,Derby
1497,SRR6336075_bin_1,SRR6336075,2017,Anatum
1498,SRR6336077_bin_1,SRR6336077,2017,Reading
1499,SRR6336077_bin_2,SRR6336077,2017,Reading
1500,SRR6336077_bin_3,SRR6336077,2017,Reading
1501,SRR6336077_bin_4,SRR6336077,2017,Reading
1502,SRR6336077_bin_5,SRR6336077,2017,Reading
1503,SRR6336339_bin_1,SRR6336339,2017,Anatum
1504,SRR6336339_bin_2,SRR6336339,2017,Anatum
1505,SRR6336339_bin_3,SRR6336339,2017,Anatum
1506,SRR6336339_bin_4,SRR6336339,2017,Anatum
1507,SRR6336339_bin_5,SRR6336339,2017,Anatum
1508,SRR6336344_bin_1,SRR6336344,2017,Rissen
1509,SRR6336376_bin_1,SRR6336376,2017,Derby
1510,SRR6336376_bin_2,SRR6336376,2017,Derby
1511,SRR6336376_bin_3,SRR6336376,2017,Derby
1512,SRR6336376_bin_4,SRR6336376,2017,Derby
1513,SRR6336376_bin_5,SRR6336376,2017,Derby
1514,SRR6337544_bin_1,SRR6337544,2017,Eko
1515,SRR6337544_bin_2,SRR6337544,2017,Eko
1516,SRR6337544_bin_3,SRR6337544,2017,Eko
1517,SRR6337544_bin_4,SRR6337544,2017,Eko
1518,SRR6337544_bin_5,SRR6337544,2017,Eko
1519,SRR6337544_bin_6,SRR6337544,2017,Eko
1520,SRR6359223_bin_1,SRR6359223,2017,Eko
1521,SRR6359223_bin_2,SRR6359223,2017,Eko
1522,SRR6359223_bin_3,SRR6359223,2017,Eko
1523,SRR6373820_bin_1,SRR6373820,2017,Anatum
1524,SRR6373820_bin_2,SRR6373820,2017,Anatum
1525,SRR6373820_bin_3,SRR6373820,2017,Anatum
1526,SRR6373820_bin_4,SRR6373820,2017,Anatum
1527,SRR6373820_bin_5,SRR6373820,2017,Anatum
1528,SRR6373873_bin_1,SRR6373873,2017,Anatum
1529,SRR6373873_bin_2,SRR6373873,2017,Anatum
1530,SRR6373873_bin_3,SRR6373873,2017,Anatum
1531,SRR6373873_bin_4,SRR6373873,2017,Anatum
1532,SRR6373873_bin_5,SRR6373873,2017,Anatum
1533,SRR6373873_bin_6,SRR6373873,2017,Anatum
1534,SRR6380501_bin_1,SRR6380501,2017,Schwarzengrund
1535,SRR6380501_bin_2,SRR6380501,2017,Schwarzengrund
1536,SRR6380501_bin_3,SRR6380501,2017,Schwarzengrund
1537,SRR6380515_bin_1,SRR6380515,2017,Johannesburg
1538,SRR6410910_bin_1,SRR6410910,2008,Infantis
1539,SRR6410913_bin_1,SRR6410913,2009,Schwarzengrund
1540,SRR6410913_bin_2,SRR6410913,2009,Schwarzengrund
1541,SRR6410913_bin_3,SRR6410913,2009,Schwarzengrund
1542,SRR6410913_bin_4,SRR6410913,2009,Schwarzengrund
1543,SRR6410913_bin_5,SRR6410913,2009,Schwarzengrund
1544,SRR6410913_bin_6,SRR6410913,2009,Schwarzengrund
1545,SRR6410929_bin_1,SRR6410929,2009,Agona
1546,SRR6410929_bin_2,SRR6410929,2009,Agona
1547,SRR6410947_bin_1,SRR6410947,2007,Typhimurium(O5-)*
1548,SRR6410947_bin_2,SRR6410947,2007,Typhimurium(O5-)*
1549,SRR6410947_bin_3,SRR6410947,2007,Typhimurium(O5-)*
1550,SRR6410947_bin_4,SRR6410947,2007,Typhimurium(O5-)*
1551,SRR6410949_bin_1,SRR6410949,2009,
1552,SRR6410949_bin_2,SRR6410949,2009,
1553,SRR6410949_bin_3,SRR6410949,2009,
1554,SRR6410949_bin_4,SRR6410949,2009,
1555,SRR6410949_bin_5,SRR6410949,2009,
1556,SRR6410956_bin_1,SRR6410956,2008,
1557,SRR6410956_bin_2,SRR6410956,2008,
1558,SRR6410956_bin_4,SRR6410956,2008,
1559,SRR6410967_bin_1,SRR6410967,2008,Derby
1560,SRR6410967_bin_3,SRR6410967,2008,Derby
1561,SRR6411031_bin_1,SRR6411031,2009,
1562,SRR6411031_bin_2,SRR6411031,2009,
1563,SRR6411031_bin_3,SRR6411031,2009,
1564,SRR6411033_bin_1,SRR6411033,2009,Typhimurium(O5-)*
1565,SRR6411033_bin_2,SRR6411033,2009,Typhimurium(O5-)*
1566,SRR6411033_bin_3,SRR6411033,2009,Typhimurium(O5-)*
1567,SRR6411033_bin_4,SRR6411033,2009,Typhimurium(O5-)*
1568,SRR6411042_bin_1,SRR6411042,2009,Agona
1569,SRR6411042_bin_2,SRR6411042,2009,Agona
1570,SRR6411042_bin_3,SRR6411042,2009,Agona
1571,SRR6411042_bin_4,SRR6411042,2009,Agona
1572,SRR6411053_bin_1,SRR6411053,2008,Typhimurium(O5-)*
1573,SRR6411053_bin_2,SRR6411053,2008,Typhimurium(O5-)*
1574,SRR6411053_bin_3,SRR6411053,2008,Typhimurium(O5-)*
1575,SRR6411053_bin_4,SRR6411053,2008,Typhimurium(O5-)*
1576,SRR6411053_bin_5,SRR6411053,2008,Typhimurium(O5-)*
1577,SRR6411053_bin_6,SRR6411053,2008,Typhimurium(O5-)*
1578,SRR6411053_bin_7,SRR6411053,2008,Typhimurium(O5-)*
1579,SRR6411053_bin_8,SRR6411053,2008,Typhimurium(O5-)*
1580,SRR6411053_bin_9,SRR6411053,2008,Typhimurium(O5-)*
1581,SRR6411054_bin_1,SRR6411054,2009,
1582,SRR6411054_bin_2,SRR6411054,2009,
1583,SRR6411054_bin_3,SRR6411054,2009,
1584,SRR6411069_bin_1,SRR6411069,2009,
1585,SRR6411069_bin_2,SRR6411069,2009,
1586,SRR6411069_bin_3,SRR6411069,2009,
1587,SRR6411072_bin_1,SRR6411072,2009,Typhimurium(O5-)*
1588,SRR6411072_bin_2,SRR6411072,2009,Typhimurium(O5-)*
1589,SRR6411072_bin_3,SRR6411072,2009,Typhimurium(O5-)*
1590,SRR6411072_bin_4,SRR6411072,2009,Typhimurium(O5-)*
1591,SRR6411072_bin_5,SRR6411072,2009,Typhimurium(O5-)*
1592,SRR6411072_bin_6,SRR6411072,2009,Typhimurium(O5-)*
1593,SRR6411072_bin_7,SRR6411072,2009,Typhimurium(O5-)*
1594,SRR6411072_bin_8,SRR6411072,2009,Typhimurium(O5-)*
1595,SRR6411113_bin_1,SRR6411113,2008,
1596,SRR6411113_bin_2,SRR6411113,2008,
1597,SRR6411113_bin_3,SRR6411113,2008,
1598,SRR6411113_bin_4,SRR6411113,2008,
1599,SRR6411142_bin_1,SRR6411142,2009,Typhimurium(O5-)*
1600,SRR6411142_bin_2,SRR6411142,2009,Typhimurium(O5-)*
1601,SRR6411142_bin_3,SRR6411142,2009,Typhimurium(O5-)*
1602,SRR6425051_bin_1,SRR6425051,2017,Johannesburg
1603,SRR6425051_bin_2,SRR6425051,2017,Johannesburg
1604,SRR6425051_bin_3,SRR6425051,2017,Johannesburg
1605,SRR6451439_bin_1,SRR6451439,2017,Anatum
1606,SRR6451439_bin_2,SRR6451439,2017,Anatum
1607,SRR6451439_bin_3,SRR6451439,2017,Anatum
1608,SRR6451439_bin_4,SRR6451439,2017,Anatum
1609,SRR6451446_bin_1,SRR6451446,2017,Eko
1610,SRR6451446_bin_2,SRR6451446,2017,Eko
1611,SRR6451446_bin_3,SRR6451446,2017,Eko
1612,SRR6451446_bin_4,SRR6451446,2017,Eko
1613,SRR6451446_bin_5,SRR6451446,2017,Eko
1614,SRR6459471_bin_1,SRR6459471,2017,Johannesburg
1615,SRR6459471_bin_2,SRR6459471,2017,Johannesburg
1616,SRR6459471_bin_3,SRR6459471,2017,Johannesburg
1617,SRR6459471_bin_4,SRR6459471,2017,Johannesburg
1618,SRR6459471_bin_5,SRR6459471,2017,Johannesburg
1619,SRR6459472_bin_1,SRR6459472,2017,Cerro or II 18
