,node,srr,year,sero
1620,SRR6459472_bin_2,SRR6459472,2017,Cerro or II 18
1621,SRR6459472_bin_3,SRR6459472,2017,Cerro or II 18
1622,SRR6459472_bin_4,SRR6459472,2017,Cerro or II 18
1623,SRR6459472_bin_5,SRR6459472,2017,Cerro or II 18
1624,SRR6459472_bin_6,SRR6459472,2017,Cerro or II 18
1625,SRR6459477_bin_1,SRR6459477,2017,Anatum
1626,SRR6459477_bin_2,SRR6459477,2017,Anatum
1627,SRR6491687_bin_1,SRR6491687,2017,Johannesburg
1628,SRR6491687_bin_2,SRR6491687,2017,Johannesburg
1629,SRR6491687_bin_3,SRR6491687,2017,Johannesburg
1630,SRR6491687_bin_4,SRR6491687,2017,Johannesburg
1631,SRR6491687_bin_5,SRR6491687,2017,Johannesburg
1632,SRR6495253_bin_1,SRR6495253,2017,Johannesburg
1633,SRR6495253_bin_2,SRR6495253,2017,Johannesburg
1634,SRR6495253_bin_3,SRR6495253,2017,Johannesburg
1635,SRR6495253_bin_4,SRR6495253,2017,Johannesburg
1636,SRR6495253_bin_5,SRR6495253,2017,Johannesburg
1637,SRR6667979_bin_1,SRR6667979,2018,Hadar or Istanbul*
1638,SRR6690666_bin_1,SRR6690666,2009,
1639,SRR6690666_bin_2,SRR6690666,2009,
1640,SRR6690666_bin_3,SRR6690666,2009,
1641,SRR6740052_bin_1,SRR6740052,2018,potential monophasic variant of Typhimurium
1642,SRR6740052_bin_2,SRR6740052,2018,potential monophasic variant of Typhimurium
1643,SRR6740089_bin_1,SRR6740089,2018,Anatum
1644,SRR6740089_bin_2,SRR6740089,2018,Anatum
1645,SRR6740089_bin_3,SRR6740089,2018,Anatum
1646,SRR6740089_bin_4,SRR6740089,2018,Anatum
1647,SRR6740089_bin_5,SRR6740089,2018,Anatum
1648,SRR6743210_bin_1,SRR6743210,2018,Derby
1649,SRR6743210_bin_2,SRR6743210,2018,Derby
1650,SRR6743214_bin_1,SRR6743214,2018,Eko
1651,SRR6743214_bin_2,SRR6743214,2018,Eko
1652,SRR6743214_bin_3,SRR6743214,2018,Eko
1653,SRR6743220_bin_1,SRR6743220,2018,Derby
1654,SRR6743220_bin_2,SRR6743220,2018,Derby
1655,SRR6743220_bin_3,SRR6743220,2018,Derby
1656,SRR6743220_bin_4,SRR6743220,2018,Derby
1657,SRR6743274_bin_1,SRR6743274,2018,Johannesburg
1658,SRR6743274_bin_2,SRR6743274,2018,Johannesburg
1659,SRR6765288_bin_1,SRR6765288,2018,Cerro or II 18
1660,SRR6765288_bin_2,SRR6765288,2018,Cerro or II 18
1661,SRR6765288_bin_3,SRR6765288,2018,Cerro or II 18
1662,SRR6819391_bin_1,SRR6819391,2018,Cerro or II 18
1663,SRR6819391_bin_2,SRR6819391,2018,Cerro or II 18
1664,SRR6819391_bin_3,SRR6819391,2018,Cerro or II 18
1665,SRR6819391_bin_4,SRR6819391,2018,Cerro or II 18
1666,SRR6819391_bin_5,SRR6819391,2018,Cerro or II 18
1667,SRR6819391_bin_6,SRR6819391,2018,Cerro or II 18
1668,SRR6819391_bin_7,SRR6819391,2018,Cerro or II 18
1669,SRR6876277_bin_1,SRR6876277,2018,
1670,SRR6876277_bin_2,SRR6876277,2018,
1671,SRR6916714_bin_1,SRR6916714,2018,Anatum
1672,SRR6933118_bin_1,SRR6933118,2018,Cerro or II 18
1673,SRR6933118_bin_2,SRR6933118,2018,Cerro or II 18
1674,SRR6933118_bin_3,SRR6933118,2018,Cerro or II 18
1675,SRR6933118_bin_4,SRR6933118,2018,Cerro or II 18
1676,SRR6933118_bin_5,SRR6933118,2018,Cerro or II 18
1677,SRR6940349_bin_1,SRR6940349,2018,Ohio
1678,SRR6940349_bin_2,SRR6940349,2018,Ohio
1679,SRR6940355_bin_1,SRR6940355,2018,Montevideo
1680,SRR6940355_bin_2,SRR6940355,2018,Montevideo
1681,SRR6940355_bin_3,SRR6940355,2018,Montevideo
1682,SRR6940355_bin_4,SRR6940355,2018,Montevideo
1683,SRR6940355_bin_5,SRR6940355,2018,Montevideo
1684,SRR6940355_bin_6,SRR6940355,2018,Montevideo
1685,SRR7049905_bin_1,SRR7049905,2018,Anatum
1686,SRR7049905_bin_2,SRR7049905,2018,Anatum
1687,SRR7049905_bin_3,SRR7049905,2018,Anatum
1688,SRR7049905_bin_4,SRR7049905,2018,Anatum
1689,SRR7049905_bin_5,SRR7049905,2018,Anatum
1690,SRR7049906_bin_1,SRR7049906,2018,Adelaide
1691,SRR7049906_bin_2,SRR7049906,2018,Adelaide
1692,SRR7049906_bin_3,SRR7049906,2018,Adelaide
1693,SRR7049906_bin_4,SRR7049906,2018,Adelaide
1694,SRR7049975_bin_1,SRR7049975,2018,Cerro or II 18
1695,SRR7049975_bin_2,SRR7049975,2018,Cerro or II 18
1696,SRR7049975_bin_3,SRR7049975,2018,Cerro or II 18
1697,SRR7049975_bin_4,SRR7049975,2018,Cerro or II 18
1698,SRR7049992_bin_1,SRR7049992,2018,Johannesburg
1699,SRR7049992_bin_2,SRR7049992,2018,Johannesburg
1700,SRR7049992_bin_3,SRR7049992,2018,Johannesburg
1701,SRR7049992_bin_4,SRR7049992,2018,Johannesburg
1702,SRR7095730_bin_1,SRR7095730,2018,Johannesburg
1703,SRR7138675_bin_1,SRR7138675,2018,London
1704,SRR7138719_bin_1,SRR7138719,2018,Anatum
1705,SRR7140613_bin_1,SRR7140613,2018,London
1706,SRR7140613_bin_2,SRR7140613,2018,London
1707,SRR7173078_bin_1,SRR7173078,2018,Kentucky
1708,SRR7173078_bin_2,SRR7173078,2018,Kentucky
1709,SRR7173078_bin_3,SRR7173078,2018,Kentucky
1710,SRR7237492_bin_1,SRR7237492,2018,Anatum
1711,SRR7237492_bin_2,SRR7237492,2018,Anatum
1712,SRR7237492_bin_3,SRR7237492,2018,Anatum
1713,SRR7237492_bin_4,SRR7237492,2018,Anatum
1714,SRR7237492_bin_5,SRR7237492,2018,Anatum
1715,SRR7267911_bin_1,SRR7267911,2018,Ohio
1716,SRR7267911_bin_2,SRR7267911,2018,Ohio
1717,SRR7267911_bin_3,SRR7267911,2018,Ohio
1718,SRR7267918_bin_1,SRR7267918,2018,Typhimurium
1719,SRR7267918_bin_2,SRR7267918,2018,Typhimurium
1720,SRR7267918_bin_3,SRR7267918,2018,Typhimurium
1721,SRR7267918_bin_4,SRR7267918,2018,Typhimurium
1722,SRR7267918_bin_5,SRR7267918,2018,Typhimurium
1723,SRR7267918_bin_6,SRR7267918,2018,Typhimurium
1724,SRR7267919_bin_1,SRR7267919,2018,Yovokome or Manhattan*
1725,SRR7267919_bin_2,SRR7267919,2018,Yovokome or Manhattan*
1726,SRR7267919_bin_3,SRR7267919,2018,Yovokome or Manhattan*
1727,SRR7348661_bin_1,SRR7348661,2018,potential monophasic variant of Typhimurium
1728,SRR7348661_bin_2,SRR7348661,2018,potential monophasic variant of Typhimurium
1729,SRR7348661_bin_3,SRR7348661,2018,potential monophasic variant of Typhimurium
1730,SRR7348666_bin_1,SRR7348666,2018,Eko
1731,SRR7348666_bin_2,SRR7348666,2018,Eko
1732,SRR7348666_bin_3,SRR7348666,2018,Eko
1733,SRR7348666_bin_4,SRR7348666,2018,Eko
1734,SRR7358429_bin_1,SRR7358429,2018,Senftenberg or Dessau*
1735,SRR7358429_bin_2,SRR7358429,2018,Senftenberg or Dessau*
1736,SRR7358429_bin_3,SRR7358429,2018,Senftenberg or Dessau*
1737,SRR7358442_bin_1,SRR7358442,2018,Johannesburg
1738,SRR7358442_bin_2,SRR7358442,2018,Johannesburg
1739,SRR7358442_bin_3,SRR7358442,2018,Johannesburg
1740,SRR7358442_bin_4,SRR7358442,2018,Johannesburg
1741,SRR7358442_bin_5,SRR7358442,2018,Johannesburg
1742,SRR7358442_bin_6,SRR7358442,2018,Johannesburg
1743,SRR7439040_bin_1,SRR7439040,2018,Johannesburg
1744,SRR7439040_bin_2,SRR7439040,2018,Johannesburg
1745,SRR7439040_bin_3,SRR7439040,2018,Johannesburg
1746,SRR7439040_bin_4,SRR7439040,2018,Johannesburg
1747,SRR7439040_bin_5,SRR7439040,2018,Johannesburg
1748,SRR7439040_bin_6,SRR7439040,2018,Johannesburg
1749,SRR7439040_bin_7,SRR7439040,2018,Johannesburg
1750,SRR7439040_bin_8,SRR7439040,2018,Johannesburg
1751,SRR7461379_bin_1,SRR7461379,2018,Anatum
1752,SRR7461379_bin_2,SRR7461379,2018,Anatum
1753,SRR7461379_bin_3,SRR7461379,2018,Anatum
1754,SRR7461379_bin_4,SRR7461379,2018,Anatum
1755,SRR7461379_bin_5,SRR7461379,2018,Anatum
1756,SRR7465532_bin_1,SRR7465532,2018,Eastbourne
1757,SRR7465532_bin_2,SRR7465532,2018,Eastbourne
1758,SRR7465533_bin_1,SRR7465533,2018,Johannesburg
1759,SRR7465533_bin_2,SRR7465533,2018,Johannesburg
1760,SRR7465533_bin_3,SRR7465533,2018,Johannesburg
1761,SRR7495363_bin_1,SRR7495363,2018,London
1762,SRR7500870_bin_1,SRR7500870,2018,Anatum
1763,SRR7500870_bin_2,SRR7500870,2018,Anatum
1764,SRR7501025_bin_1,SRR7501025,2018,Cerro or II 18
1765,SRR7501025_bin_2,SRR7501025,2018,Cerro or II 18
1766,SRR7501025_bin_3,SRR7501025,2018,Cerro or II 18
1767,SRR7501025_bin_4,SRR7501025,2018,Cerro or II 18
1768,SRR7501025_bin_5,SRR7501025,2018,Cerro or II 18
1769,SRR7615161_bin_1,SRR7615161,2018,Derby
1770,SRR7615161_bin_2,SRR7615161,2018,Derby
1771,SRR7615161_bin_3,SRR7615161,2018,Derby
1772,SRR7615161_bin_4,SRR7615161,2018,Derby
1773,SRR7615161_bin_5,SRR7615161,2018,Derby
1774,SRR7615161_bin_6,SRR7615161,2018,Derby
1775,SRR7624139_bin_1,SRR7624139,2018,London
1776,SRR7642601_bin_1,SRR7642601,2018,Urbana
1777,SRR7642601_bin_2,SRR7642601,2018,Urbana
1778,SRR7642601_bin_3,SRR7642601,2018,Urbana
1779,SRR7642601_bin_4,SRR7642601,2018,Urbana
1780,SRR7642601_bin_5,SRR7642601,2018,Urbana
1781,SRR7642601_bin_6,SRR7642601,2018,Urbana
1782,SRR7721641_bin_1,SRR7721641,2018,Anatum
1783,SRR7721641_bin_2,SRR7721641,2018,Anatum
1784,SRR7721641_bin_3,SRR7721641,2018,Anatum
1785,SRR7721641_bin_4,SRR7721641,2018,Anatum
1786,SRR7721641_bin_5,SRR7721641,2018,Anatum
1787,SRR7721641_bin_6,SRR7721641,2018,Anatum
1788,SRR7721641_bin_7,SRR7721641,2018,Anatum
1789,SRR7724218_bin_1,SRR7724218,2018,Eko
1790,SRR7724218_bin_2,SRR7724218,2018,Eko
1791,SRR7724218_bin_3,SRR7724218,2018,Eko
1792,SRR7724218_bin_4,SRR7724218,2018,Eko
1793,SRR7754602_bin_1,SRR7754602,2018,Urbana
1794,SRR7754602_bin_2,SRR7754602,2018,Urbana
1795,SRR7754602_bin_3,SRR7754602,2018,Urbana
1796,SRR7754602_bin_4,SRR7754602,2018,Urbana
1797,SRR7754602_bin_5,SRR7754602,2018,Urbana
1798,SRR7754602_bin_6,SRR7754602,2018,Urbana
1799,SRR7785143_bin_1,SRR7785143,2018,Worthington
1800,SRR7785143_bin_2,SRR7785143,2018,Worthington
1801,SRR7785143_bin_3,SRR7785143,2018,Worthington
1802,SRR7785143_bin_4,SRR7785143,2018,Worthington
1803,SRR7785143_bin_5,SRR7785143,2018,Worthington
1804,SRR7785143_bin_6,SRR7785143,2018,Worthington
1805,SRR7785143_bin_7,SRR7785143,2018,Worthington
1806,SRR7788876_bin_1,SRR7788876,2018,Anatum
1807,SRR7788876_bin_2,SRR7788876,2018,Anatum
1808,SRR7788876_bin_3,SRR7788876,2018,Anatum
1809,SRR7788879_bin_1,SRR7788879,2018,Johannesburg
1810,SRR7788879_bin_2,SRR7788879,2018,Johannesburg
1811,SRR7788879_bin_3,SRR7788879,2018,Johannesburg
1812,SRR7788879_bin_4,SRR7788879,2018,Johannesburg
1813,SRR7788879_bin_5,SRR7788879,2018,Johannesburg
1814,SRR7788961_bin_1,SRR7788961,2018,Eko
1815,SRR7788961_bin_2,SRR7788961,2018,Eko
1816,SRR7788961_bin_3,SRR7788961,2018,Eko
1817,SRR7788961_bin_4,SRR7788961,2018,Eko
1818,SRR7788961_bin_5,SRR7788961,2018,Eko
1819,SRR7788962_bin_1,SRR7788962,2018,Chailey
1820,SRR7788962_bin_2,SRR7788962,2018,Chailey
1821,SRR7788962_bin_3,SRR7788962,2018,Chailey
1822,SRR7798767_bin_1,SRR7798767,2018,potential monophasic variant of Typhimurium
1823,SRR7798767_bin_2,SRR7798767,2018,potential monophasic variant of Typhimurium
1824,SRR7798767_bin_3,SRR7798767,2018,potential monophasic variant of Typhimurium
1825,SRR7823326_bin_1,SRR7823326,2018,Anatum
1826,SRR7823326_bin_2,SRR7823326,2018,Anatum
1827,SRR7823326_bin_3,SRR7823326,2018,Anatum
1828,SRR7823326_bin_4,SRR7823326,2018,Anatum
1829,SRR7823326_bin_5,SRR7823326,2018,Anatum
1830,SRR7823326_bin_6,SRR7823326,2018,Anatum
1831,SRR7940171_bin_1,SRR7940171,2018,potential monophasic variant of Typhimurium
1832,SRR7941315_bin_1,SRR7941315,2018,Mbandaka
1833,SRR7941315_bin_2,SRR7941315,2018,Mbandaka
1834,SRR7955966_bin_2,SRR7955966,2018,Virginia or Muenchen*
1835,SRR8030875_bin_1,SRR8030875,2018,Johannesburg
1836,SRR8030875_bin_2,SRR8030875,2018,Johannesburg
1837,SRR8030875_bin_3,SRR8030875,2018,Johannesburg
1838,SRR8030875_bin_4,SRR8030875,2018,Johannesburg
1839,SRR8030875_bin_5,SRR8030875,2018,Johannesburg
1840,SRR8030875_bin_6,SRR8030875,2018,Johannesburg
1841,SRR8081131_bin_1,SRR8081131,2018,London
1842,SRR8098559_bin_1,SRR8098559,2018,Schwarzengrund
1843,SRR8098559_bin_2,SRR8098559,2018,Schwarzengrund
1844,SRR8098559_bin_3,SRR8098559,2018,Schwarzengrund
1845,SRR8136485_bin_1,SRR8136485,2018,Schwarzengrund
1846,SRR8136485_bin_2,SRR8136485,2018,Schwarzengrund
1847,SRR8136485_bin_3,SRR8136485,2018,Schwarzengrund
1848,SRR8136485_bin_4,SRR8136485,2018,Schwarzengrund
1849,SRR8137364_bin_1,SRR8137364,2018,Worthington
1850,SRR8137364_bin_2,SRR8137364,2018,Worthington
1851,SRR8137364_bin_3,SRR8137364,2018,Worthington
1852,SRR8137375_bin_1,SRR8137375,2018,Derby
1853,SRR8137375_bin_2,SRR8137375,2018,Derby
1854,SRR8137375_bin_3,SRR8137375,2018,Derby
1855,SRR8170349_bin_1,SRR8170349,2018,Johannesburg
1856,SRR8170349_bin_2,SRR8170349,2018,Johannesburg
1857,SRR8170349_bin_3,SRR8170349,2018,Johannesburg
1858,SRR8170349_bin_4,SRR8170349,2018,Johannesburg
1859,SRR8170349_bin_5,SRR8170349,2018,Johannesburg
1860,SRR8170354_bin_1,SRR8170354,2018,Derby
1861,SRR8170354_bin_2,SRR8170354,2018,Derby
1862,SRR8170354_bin_3,SRR8170354,2018,Derby
1863,SRR8170354_bin_4,SRR8170354,2018,Derby
1864,SRR8170371_bin_1,SRR8170371,2018,Cerro or II 18
1865,SRR8170371_bin_2,SRR8170371,2018,Cerro or II 18
1866,SRR8170371_bin_3,SRR8170371,2018,Cerro or II 18
1867,SRR8170372_bin_1,SRR8170372,2018,Eastbourne
1868,SRR8170372_bin_2,SRR8170372,2018,Eastbourne
1869,SRR8170372_bin_3,SRR8170372,2018,Eastbourne
1870,SRR8177025_bin_1,SRR8177025,2009,
1871,SRR8177025_bin_2,SRR8177025,2009,
1872,SRR8177025_bin_3,SRR8177025,2009,
1873,SRR8177025_bin_4,SRR8177025,2009,
1874,SRR8177025_bin_5,SRR8177025,2009,
1875,SRR8263128_bin_1,SRR8263128,2018,Schwarzengrund
1876,SRR8263128_bin_2,SRR8263128,2018,Schwarzengrund
1877,SRR8263128_bin_3,SRR8263128,2018,Schwarzengrund
1878,SRR8263128_bin_4,SRR8263128,2018,Schwarzengrund
1879,SRR8263128_bin_5,SRR8263128,2018,Schwarzengrund
1880,SRR8263128_bin_6,SRR8263128,2018,Schwarzengrund
1881,SRR8310829_bin_1,SRR8310829,2018,Adelaide
1882,SRR8310829_bin_2,SRR8310829,2018,Adelaide
1883,SRR8310829_bin_3,SRR8310829,2018,Adelaide
1884,SRR8310829_bin_4,SRR8310829,2018,Adelaide
1885,SRR8310829_bin_5,SRR8310829,2018,Adelaide
1886,SRR8313032_bin_1,SRR8313032,2018,Worthington
1887,SRR8313032_bin_3,SRR8313032,2018,Worthington
1888,SRR8313032_bin_4,SRR8313032,2018,Worthington
1889,SRR8313032_bin_5,SRR8313032,2018,Worthington
1890,SRR8313032_bin_6,SRR8313032,2018,Worthington
1891,SRR8321708_bin_1,SRR8321708,2018,Johannesburg
1892,SRR8321708_bin_2,SRR8321708,2018,Johannesburg
1893,SRR8321708_bin_3,SRR8321708,2018,Johannesburg
1894,SRR8321708_bin_4,SRR8321708,2018,Johannesburg
1895,SRR8321708_bin_5,SRR8321708,2018,Johannesburg
1896,SRR8436135_bin_1,SRR8436135,2018,Johannesburg
1897,SRR8436135_bin_2,SRR8436135,2018,Johannesburg
1898,SRR8436135_bin_3,SRR8436135,2018,Johannesburg
1899,SRR8436135_bin_4,SRR8436135,2018,Johannesburg
1900,SRR8436135_bin_5,SRR8436135,2018,Johannesburg
1901,SRR8436135_bin_6,SRR8436135,2018,Johannesburg
1902,SRR8464740_bin_1,SRR8464740,2018,Anatum
1903,SRR8464740_bin_2,SRR8464740,2018,Anatum
1904,SRR8464740_bin_3,SRR8464740,2018,Anatum
1905,SRR8546834_bin_1,SRR8546834,2019,Johannesburg
1906,SRR8546834_bin_2,SRR8546834,2019,Johannesburg
1907,SRR8559106_bin_1,SRR8559106,2019,Eko
1908,SRR8559106_bin_2,SRR8559106,2019,Eko
1909,SRR8559106_bin_3,SRR8559106,2019,Eko
1910,SRR8559106_bin_4,SRR8559106,2019,Eko
1911,SRR8592615_bin_1,SRR8592615,2019,Derby
1912,SRR8592615_bin_2,SRR8592615,2019,Derby
1913,SRR8592615_bin_3,SRR8592615,2019,Derby
1914,SRR8597214_bin_1,SRR8597214,2010,
1915,SRR8597214_bin_2,SRR8597214,2010,
1916,SRR8597214_bin_3,SRR8597214,2010,
1917,SRR8597215_bin_1,SRR8597215,2010,Typhimurium(O5-)*
1918,SRR8597215_bin_2,SRR8597215,2010,Typhimurium(O5-)*
1919,SRR8597215_bin_3,SRR8597215,2010,Typhimurium(O5-)*
1920,SRR8597221_bin_1,SRR8597221,2010,Typhimurium(O5-)*
1921,SRR8597221_bin_2,SRR8597221,2010,Typhimurium(O5-)*
1922,SRR8597221_bin_3,SRR8597221,2010,Typhimurium(O5-)*
1923,SRR8597222_bin_1,SRR8597222,2009,Infantis
1924,SRR8597225_bin_1,SRR8597225,2010,Senftenberg or Dessau*
1925,SRR8597225_bin_2,SRR8597225,2010,Senftenberg or Dessau*
1926,SRR8597225_bin_3,SRR8597225,2010,Senftenberg or Dessau*
1927,SRR8597225_bin_4,SRR8597225,2010,Senftenberg or Dessau*
1928,SRR8597225_bin_5,SRR8597225,2010,Senftenberg or Dessau*
1929,SRR8597225_bin_6,SRR8597225,2010,Senftenberg or Dessau*
1930,SRR8597267_bin_1,SRR8597267,2009,
1931,SRR8597267_bin_2,SRR8597267,2009,
1932,SRR8597267_bin_3,SRR8597267,2009,
1933,SRR8597267_bin_4,SRR8597267,2009,
1934,SRR8597281_bin_1,SRR8597281,2009,Senftenberg or Dessau*
1935,SRR8597281_bin_2,SRR8597281,2009,Senftenberg or Dessau*
1936,SRR8597281_bin_3,SRR8597281,2009,Senftenberg or Dessau*
1937,SRR8597281_bin_4,SRR8597281,2009,Senftenberg or Dessau*
1938,SRR8597282_bin_1,SRR8597282,2010,Johannesburg
1939,SRR8597282_bin_2,SRR8597282,2010,Johannesburg
1940,SRR8597282_bin_3,SRR8597282,2010,Johannesburg
1941,SRR8597283_bin_1,SRR8597283,2010,Typhimurium(O5-)*
1942,SRR8597283_bin_2,SRR8597283,2010,Typhimurium(O5-)*
1943,SRR8597283_bin_3,SRR8597283,2010,Typhimurium(O5-)*
1944,SRR8597292_bin_1,SRR8597292,2010,Barranquilla or II 16
1945,SRR8609042_bin_1,SRR8609042,2019,London
1946,SRR8609042_bin_2,SRR8609042,2019,London
1947,SRR8609042_bin_3,SRR8609042,2019,London
1948,SRR8609042_bin_4,SRR8609042,2019,London
1949,SRR8609042_bin_5,SRR8609042,2019,London
1950,SRR8609072_bin_1,SRR8609072,2019,London
1951,SRR8650139_bin_1,SRR8650139,2019,Derby
1952,SRR8650139_bin_2,SRR8650139,2019,Derby
1953,SRR8650139_bin_3,SRR8650139,2019,Derby
1954,SRR8663206_bin_1,SRR8663206,2010,Anatum
1955,SRR8663206_bin_2,SRR8663206,2010,Anatum
1956,SRR8663206_bin_3,SRR8663206,2010,Anatum
1957,SRR8663207_bin_1,SRR8663207,2010,Typhimurium(O5-)*
1958,SRR8663207_bin_2,SRR8663207,2010,Typhimurium(O5-)*
1959,SRR8663207_bin_3,SRR8663207,2010,Typhimurium(O5-)*
1960,SRR8663209_bin_1,SRR8663209,2010,
1961,SRR8663209_bin_2,SRR8663209,2010,
1962,SRR8663209_bin_3,SRR8663209,2010,
1963,SRR8699366_bin_1,SRR8699366,2019,Johannesburg
1964,SRR8699366_bin_2,SRR8699366,2019,Johannesburg
1965,SRR8699366_bin_3,SRR8699366,2019,Johannesburg
1966,SRR8699588_bin_1,SRR8699588,2019,Agona
1967,SRR8761852_bin_1,SRR8761852,2010,
1968,SRR8761852_bin_2,SRR8761852,2010,
1969,SRR8761852_bin_3,SRR8761852,2010,
1970,SRR8761853_bin_1,SRR8761853,2010,Typhimurium(O5-)*
1971,SRR8761853_bin_2,SRR8761853,2010,Typhimurium(O5-)*
1972,SRR8761853_bin_3,SRR8761853,2010,Typhimurium(O5-)*
1973,SRR8761853_bin_4,SRR8761853,2010,Typhimurium(O5-)*
1974,SRR8767173_bin_1,SRR8767173,2019,Eko
1975,SRR8767173_bin_2,SRR8767173,2019,Eko
1976,SRR8767173_bin_3,SRR8767173,2019,Eko
1977,SRR8767173_bin_4,SRR8767173,2019,Eko
1978,SRR8767290_bin_1,SRR8767290,2010,Anatum
1979,SRR8767290_bin_2,SRR8767290,2010,Anatum
1980,SRR8767290_bin_3,SRR8767290,2010,Anatum
1981,SRR8767574_bin_1,SRR8767574,2010,Typhimurium(O5-)*
1982,SRR8767574_bin_2,SRR8767574,2010,Typhimurium(O5-)*
1983,SRR8767574_bin_3,SRR8767574,2010,Typhimurium(O5-)*
1984,SRR8767574_bin_5,SRR8767574,2010,Typhimurium(O5-)*
1985,SRR8784415_bin_1,SRR8784415,2019,Anatum
1986,SRR8784415_bin_2,SRR8784415,2019,Anatum
1987,SRR8784415_bin_3,SRR8784415,2019,Anatum
1988,SRR8784415_bin_4,SRR8784415,2019,Anatum
1989,SRR8784415_bin_5,SRR8784415,2019,Anatum
1990,SRR8794525_bin_1,SRR8794525,2019,London
1991,SRR8794525_bin_2,SRR8794525,2019,London
1992,SRR8795000_bin_1,SRR8795000,2019,potential monophasic variant of Typhimurium
1993,SRR8795000_bin_2,SRR8795000,2019,potential monophasic variant of Typhimurium
1994,SRR8795524_bin_1,SRR8795524,2019,Adelaide
1995,SRR8795524_bin_2,SRR8795524,2019,Adelaide
1996,SRR8795524_bin_3,SRR8795524,2019,Adelaide
1997,SRR8795524_bin_4,SRR8795524,2019,Adelaide
1998,SRR8795524_bin_5,SRR8795524,2019,Adelaide
1999,SRR8815903_bin_1,SRR8815903,2009,Senftenberg or Dessau*
2000,SRR8815903_bin_2,SRR8815903,2009,Senftenberg or Dessau*
2001,SRR8815903_bin_3,SRR8815903,2009,Senftenberg or Dessau*
2002,SRR8815903_bin_4,SRR8815903,2009,Senftenberg or Dessau*
2003,SRR8815903_bin_5,SRR8815903,2009,Senftenberg or Dessau*
2004,SRR8815918_bin_1,SRR8815918,2010,Senftenberg or Dessau*
2005,SRR8815918_bin_2,SRR8815918,2010,Senftenberg or Dessau*
2006,SRR8815918_bin_3,SRR8815918,2010,Senftenberg or Dessau*
2007,SRR8815918_bin_4,SRR8815918,2010,Senftenberg or Dessau*
2008,SRR8815919_bin_1,SRR8815919,2010,Senftenberg or Dessau*
2009,SRR8815919_bin_2,SRR8815919,2010,Senftenberg or Dessau*
2010,SRR8815919_bin_3,SRR8815919,2010,Senftenberg or Dessau*
2011,SRR8815934_bin_1,SRR8815934,2010,Infantis
2012,SRR8815972_bin_1,SRR8815972,2010,Mbandaka
2013,SRR8815972_bin_2,SRR8815972,2010,Mbandaka
2014,SRR8833902_bin_1,SRR8833902,2010,Senftenberg or Dessau*
2015,SRR8833902_bin_2,SRR8833902,2010,Senftenberg or Dessau*
2016,SRR8833902_bin_3,SRR8833902,2010,Senftenberg or Dessau*
2017,SRR8833902_bin_4,SRR8833902,2010,Senftenberg or Dessau*
2018,SRR8833902_bin_5,SRR8833902,2010,Senftenberg or Dessau*
2019,SRR8833906_bin_1,SRR8833906,2010,
2020,SRR8833906_bin_2,SRR8833906,2010,
2021,SRR8839833_bin_1,SRR8839833,2019,London
2022,SRR8839833_bin_2,SRR8839833,2019,London
2023,SRR8839841_bin_1,SRR8839841,2019,potential monophasic variant of Typhimurium
2024,SRR8839841_bin_2,SRR8839841,2019,potential monophasic variant of Typhimurium
2025,SRR8839841_bin_3,SRR8839841,2019,potential monophasic variant of Typhimurium
2026,SRR8861530_bin_1,SRR8861530,2009,Senftenberg or Dessau*
2027,SRR8861530_bin_2,SRR8861530,2009,Senftenberg or Dessau*
2028,SRR8861530_bin_3,SRR8861530,2009,Senftenberg or Dessau*
2029,SRR8861530_bin_4,SRR8861530,2009,Senftenberg or Dessau*
2030,SRR8861563_bin_1,SRR8861563,2011,
2031,SRR8861563_bin_2,SRR8861563,2011,
2032,SRR8861563_bin_3,SRR8861563,2011,
2033,SRR8861563_bin_4,SRR8861563,2011,
2034,SRR8861565_bin_1,SRR8861565,2010,
2035,SRR8864017_bin_1,SRR8864017,2009,Senftenberg or Dessau*
2036,SRR8864017_bin_3,SRR8864017,2009,Senftenberg or Dessau*
2037,SRR8864017_bin_4,SRR8864017,2009,Senftenberg or Dessau*
2038,SRR8864268_bin_1,SRR8864268,2010,Johannesburg
2039,SRR8866632_bin_1,SRR8866632,2019,Senftenberg or Dessau*
2040,SRR8866632_bin_2,SRR8866632,2019,Senftenberg or Dessau*
2041,SRR8867448_bin_1,SRR8867448,2019,Anatum
2042,SRR8926801_bin_1,SRR8926801,2019,Urbana
2043,SRR8926801_bin_2,SRR8926801,2019,Urbana
2044,SRR8926801_bin_3,SRR8926801,2019,Urbana
2045,SRR8926801_bin_4,SRR8926801,2019,Urbana
2046,SRR8926801_bin_5,SRR8926801,2019,Urbana
2047,SRR8950313_bin_1,SRR8950313,2019,
2048,SRR8950313_bin_2,SRR8950313,2019,
2049,SRR8950313_bin_3,SRR8950313,2019,
2050,SRR8950313_bin_4,SRR8950313,2019,
2051,SRR8950313_bin_5,SRR8950313,2019,
2052,SRR8950313_bin_6,SRR8950313,2019,
2053,SRR8951433_bin_1,SRR8951433,2019,Johannesburg
2054,SRR8951433_bin_2,SRR8951433,2019,Johannesburg
2055,SRR8951433_bin_3,SRR8951433,2019,Johannesburg
2056,SRR8951433_bin_4,SRR8951433,2019,Johannesburg
2057,SRR8951433_bin_5,SRR8951433,2019,Johannesburg
2058,SRR8951433_bin_6,SRR8951433,2019,Johannesburg
